"다녀왔습니다! : 실리콘밸리, 워싱턴 D.C. 그리고 텍사스",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388085057,"<span class=""ss_p2""><em>18,000원</em></span>","<span class=""star_score"">8.7</span>"
렛뎀 이론,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=369493586,"<span class=""ss_p2""><em>18,000원</em></span>","<span class=""star_score"">9.3</span>"
ETS 토익 단기 공략 750+ (LC + RC),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366829097,"<span class=""ss_p2""><em>17,550원</em></span>","<span class=""star_score"">8.0</span>"
미라클 모닝 After 50,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387059161,"<span class=""ss_p2""><em>19,800원</em></span>","<span class=""star_score"">9.9</span>"
필연적 혼자의 시대,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=384667534,"<span class=""ss_p2""><em>17,100원</em></span>","<span class=""star_score"">9.6</span>"
폰더 씨의 위대한 하루,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=305094157,"<span class=""ss_p2""><em>16,200원</em></span>","<span class=""star_score"">9.7</span>"
카프네,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388044595,"<span class=""ss_p2""><em>16,200원</em></span>",
최소한의 한국사,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=318885306,"<span class=""ss_p2""><em>16,200원</em></span>","<span class=""star_score"">9.4</span>"
데미안 (오리지널 초판본 표지디자인),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=98710881,"<span class=""ss_p2""><em>2,880원</em></span>","<span class=""star_score"">9.6</span>"
빅터 프랭클의 죽음의 수용소에서,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=382243812,"<span class=""ss_p2""><em>10,800원</em></span>","<span class=""star_score"">9.0</span>"
어른의 행복은 조용하다,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350636272,"<span class=""ss_p2""><em>16,020원</em></span>","<span class=""star_score"">8.8</span>"
게이트우드 할머니의 발자국,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387509382,"<span class=""ss_p2""><em>17,820원</em></span>","<span class=""star_score"">10.0</span>"
Again! 뒤집어본 영문법,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=651629,"<span class=""ss_p2""><em>13,410원</em></span>","<span class=""star_score"">9.6</span>"
사카모토 데이즈 25 (더블 특전판),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386057981,"<span class=""ss_p2""><em>5,850원</em></span>","<span class=""star_score"">9.3</span>"
왜 일하는가,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=269133591,"<span class=""ss_p2""><em>16,200원</em></span>","<span class=""star_score"">7.8</span>"
이상능력자,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387233730,"<span class=""ss_p2""><em>15,120원</em></span>","<span class=""star_score"">9.9</span>"
500가지 건축으로 읽는 세계사,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387893976,"<span class=""ss_p2""><em>22,500원</em></span>","<span class=""star_score"">10.0</span>"
악역 영애 안의 사람 6,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388039069,"<span class=""ss_p2""><em>5,400원</em></span>","<span class=""star_score"">10.0</span>"
2026 심우철 실전 동형 모의고사 Season 2,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385451772,"<span class=""ss_p2""><em>13,500원</em></span>",
나쁜 일이 있어도 나쁜 날은 아니야,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=384459480,"<span class=""ss_p2""><em>15,120원</em></span>","<span class=""star_score"">10.0</span>"
아주 작은 습관의 힘 (50만 부 기념 스페셜 에디션),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=379447436,"<span class=""ss_p2""><em>16,200원</em></span>","<span class=""star_score"">9.1</span>"
정전,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387900696,"<span class=""ss_p2""><em>15,750원</em></span>","<span class=""star_score"">10.0</span>"
데미안,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=260084,"<span class=""ss_p2""><em>7,200원</em></span>","<span class=""star_score"">8.8</span>"
원피스 113,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=384420875,"<span class=""ss_p2""><em>5,850원</em></span>","<span class=""star_score"">9.9</span>"
삶을 의미 있게 만들어주는 일상의 철학,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=332327455,"<span class=""ss_p2""><em>4,500원</em></span>","<span class=""star_score"">10.0</span>"
"촌구석 아저씨, 검성이 되다 8",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388137556,"<span class=""ss_p2""><em>5,400원</em></span>",
설민석의 한국사 대모험 36,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386559019,"<span class=""ss_p2""><em>14,400원</em></span>","<span class=""star_score"">10.0</span>"
설민석의 세계사 대모험 28,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388137592,"<span class=""ss_p2""><em>13,500원</em></span>",
이지패스 2026 ADsP 데이터분석 준전문가 (수험서 앱 제공),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=379450520,"<span class=""ss_p2""><em>27,000원</em></span>","<span class=""star_score"">10.0</span>"
ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩),https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330109498,"<span class=""ss_p2""><em>17,820원</em></span>","<span class=""star_score"">10.0</span>"
